0.00E+00	0.00E+00	0.00E+00	7.07E+00	7.07E+00	0.00E+00	-9.80E+00
1.00E-02	7.07E-02	7.07E-02	7.07E+00	6.97E+00	0.00E+00	-9.80E+00
2.00E-02	1.41E-01	1.40E-01	7.07E+00	6.88E+00	0.00E+00	-9.80E+00
3.00E-02	2.12E-01	2.09E-01	7.07E+00	6.78E+00	0.00E+00	-9.80E+00
4.00E-02	2.83E-01	2.77E-01	7.07E+00	6.68E+00	0.00E+00	-9.80E+00
5.00E-02	3.54E-01	3.44E-01	7.07E+00	6.58E+00	0.00E+00	-9.80E+00
6.00E-02	4.24E-01	4.10E-01	7.07E+00	6.48E+00	0.00E+00	-9.80E+00
7.00E-02	4.95E-01	4.74E-01	7.07E+00	6.39E+00	0.00E+00	-9.80E+00
8.00E-02	5.66E-01	5.38E-01	7.07E+00	6.29E+00	0.00E+00	-9.80E+00
9.00E-02	6.36E-01	6.01E-01	7.07E+00	6.19E+00	0.00E+00	-9.80E+00
1.00E-01	7.07E-01	6.63E-01	7.07E+00	6.09E+00	0.00E+00	-9.80E+00
1.10E-01	7.78E-01	7.24E-01	7.07E+00	5.99E+00	0.00E+00	-9.80E+00
1.20E-01	8.49E-01	7.84E-01	7.07E+00	5.90E+00	0.00E+00	-9.80E+00
1.30E-01	9.19E-01	8.43E-01	7.07E+00	5.80E+00	0.00E+00	-9.80E+00
1.40E-01	9.90E-01	9.01E-01	7.07E+00	5.70E+00	0.00E+00	-9.80E+00
1.50E-01	1.06E+00	9.58E-01	7.07E+00	5.60E+00	0.00E+00	-9.80E+00
1.60E-01	1.13E+00	1.01E+00	7.07E+00	5.50E+00	0.00E+00	-9.80E+00
1.70E-01	1.20E+00	1.07E+00	7.07E+00	5.41E+00	0.00E+00	-9.80E+00
1.80E-01	1.27E+00	1.12E+00	7.07E+00	5.31E+00	0.00E+00	-9.80E+00
1.90E-01	1.34E+00	1.18E+00	7.07E+00	5.21E+00	0.00E+00	-9.80E+00
2.00E-01	1.41E+00	1.23E+00	7.07E+00	5.11E+00	0.00E+00	-9.80E+00
2.10E-01	1.48E+00	1.28E+00	7.07E+00	5.01E+00	0.00E+00	-9.80E+00
2.20E-01	1.56E+00	1.33E+00	7.07E+00	4.92E+00	0.00E+00	-9.80E+00
2.30E-01	1.63E+00	1.38E+00	7.07E+00	4.82E+00	0.00E+00	-9.80E+00
2.40E-01	1.70E+00	1.43E+00	7.07E+00	4.72E+00	0.00E+00	-9.80E+00
2.50E-01	1.77E+00	1.47E+00	7.07E+00	4.62E+00	0.00E+00	-9.80E+00
2.60E-01	1.84E+00	1.52E+00	7.07E+00	4.52E+00	0.00E+00	-9.80E+00
2.70E-01	1.91E+00	1.57E+00	7.07E+00	4.43E+00	0.00E+00	-9.80E+00
2.80E-01	1.98E+00	1.61E+00	7.07E+00	4.33E+00	0.00E+00	-9.80E+00
2.90E-01	2.05E+00	1.65E+00	7.07E+00	4.23E+00	0.00E+00	-9.80E+00
3.00E-01	2.12E+00	1.70E+00	7.07E+00	4.13E+00	0.00E+00	-9.80E+00
3.10E-01	2.19E+00	1.74E+00	7.07E+00	4.03E+00	0.00E+00	-9.80E+00
3.20E-01	2.26E+00	1.78E+00	7.07E+00	3.94E+00	0.00E+00	-9.80E+00
3.30E-01	2.33E+00	1.82E+00	7.07E+00	3.84E+00	0.00E+00	-9.80E+00
3.40E-01	2.40E+00	1.85E+00	7.07E+00	3.74E+00	0.00E+00	-9.80E+00
3.50E-01	2.47E+00	1.89E+00	7.07E+00	3.64E+00	0.00E+00	-9.80E+00
3.60E-01	2.55E+00	1.93E+00	7.07E+00	3.54E+00	0.00E+00	-9.80E+00
3.70E-01	2.62E+00	1.96E+00	7.07E+00	3.45E+00	0.00E+00	-9.80E+00
3.80E-01	2.69E+00	2.00E+00	7.07E+00	3.35E+00	0.00E+00	-9.80E+00
3.90E-01	2.76E+00	2.03E+00	7.07E+00	3.25E+00	0.00E+00	-9.80E+00
4.00E-01	2.83E+00	2.06E+00	7.07E+00	3.15E+00	0.00E+00	-9.80E+00
4.10E-01	2.90E+00	2.10E+00	7.07E+00	3.05E+00	0.00E+00	-9.80E+00
4.20E-01	2.97E+00	2.13E+00	7.07E+00	2.96E+00	0.00E+00	-9.80E+00
4.30E-01	3.04E+00	2.16E+00	7.07E+00	2.86E+00	0.00E+00	-9.80E+00
4.40E-01	3.11E+00	2.18E+00	7.07E+00	2.76E+00	0.00E+00	-9.80E+00
4.50E-01	3.18E+00	2.21E+00	7.07E+00	2.66E+00	0.00E+00	-9.80E+00
4.60E-01	3.25E+00	2.24E+00	7.07E+00	2.56E+00	0.00E+00	-9.80E+00
4.70E-01	3.32E+00	2.26E+00	7.07E+00	2.47E+00	0.00E+00	-9.80E+00
4.80E-01	3.39E+00	2.29E+00	7.07E+00	2.37E+00	0.00E+00	-9.80E+00
4.90E-01	3.46E+00	2.31E+00	7.07E+00	2.27E+00	0.00E+00	-9.80E+00
5.00E-01	3.54E+00	2.34E+00	7.07E+00	2.17E+00	0.00E+00	-9.80E+00
5.10E-01	3.61E+00	2.36E+00	7.07E+00	2.07E+00	0.00E+00	-9.80E+00
5.20E-01	3.68E+00	2.38E+00	7.07E+00	1.98E+00	0.00E+00	-9.80E+00
5.30E-01	3.75E+00	2.40E+00	7.07E+00	1.88E+00	0.00E+00	-9.80E+00
5.40E-01	3.82E+00	2.42E+00	7.07E+00	1.78E+00	0.00E+00	-9.80E+00
5.50E-01	3.89E+00	2.43E+00	7.07E+00	1.68E+00	0.00E+00	-9.80E+00
5.60E-01	3.96E+00	2.45E+00	7.07E+00	1.58E+00	0.00E+00	-9.80E+00
5.70E-01	4.03E+00	2.47E+00	7.07E+00	1.49E+00	0.00E+00	-9.80E+00
5.80E-01	4.10E+00	2.48E+00	7.07E+00	1.39E+00	0.00E+00	-9.80E+00
5.90E-01	4.17E+00	2.50E+00	7.07E+00	1.29E+00	0.00E+00	-9.80E+00
6.00E-01	4.24E+00	2.51E+00	7.07E+00	1.19E+00	0.00E+00	-9.80E+00
6.10E-01	4.31E+00	2.52E+00	7.07E+00	1.09E+00	0.00E+00	-9.80E+00
6.20E-01	4.38E+00	2.53E+00	7.07E+00	9.95E-01	0.00E+00	-9.80E+00
6.30E-01	4.45E+00	2.54E+00	7.07E+00	8.97E-01	0.00E+00	-9.80E+00
6.40E-01	4.53E+00	2.55E+00	7.07E+00	7.99E-01	0.00E+00	-9.80E+00
