6.50E-01	4.60E+00	2.56E+00	7.07E+00	7.01E-01	0.00E+00	-9.80E+00
6.60E-01	4.67E+00	2.56E+00	7.07E+00	6.03E-01	0.00E+00	-9.80E+00
6.70E-01	4.74E+00	2.57E+00	7.07E+00	5.05E-01	0.00E+00	-9.80E+00
6.80E-01	4.81E+00	2.58E+00	7.07E+00	4.07E-01	0.00E+00	-9.80E+00
6.90E-01	4.88E+00	2.58E+00	7.07E+00	3.09E-01	0.00E+00	-9.80E+00
7.00E-01	4.95E+00	2.58E+00	7.07E+00	2.11E-01	0.00E+00	-9.80E+00
7.10E-01	5.02E+00	2.59E+00	7.07E+00	1.13E-01	0.00E+00	-9.80E+00
7.20E-01	5.09E+00	2.59E+00	7.07E+00	1.51E-02	0.00E+00	-9.80E+00
7.30E-01	5.16E+00	2.59E+00	7.07E+00	-8.29E-02	0.00E+00	-9.80E+00
7.40E-01	5.23E+00	2.59E+00	7.07E+00	-1.81E-01	0.00E+00	-9.80E+00
7.50E-01	5.30E+00	2.58E+00	7.07E+00	-2.79E-01	0.00E+00	-9.80E+00
7.60E-01	5.37E+00	2.58E+00	7.07E+00	-3.77E-01	0.00E+00	-9.80E+00
7.70E-01	5.44E+00	2.58E+00	7.07E+00	-4.75E-01	0.00E+00	-9.80E+00
7.80E-01	5.52E+00	2.57E+00	7.07E+00	-5.73E-01	0.00E+00	-9.80E+00
7.90E-01	5.59E+00	2.57E+00	7.07E+00	-6.71E-01	0.00E+00	-9.80E+00
8.00E-01	5.66E+00	2.56E+00	7.07E+00	-7.69E-01	0.00E+00	-9.80E+00
8.10E-01	5.73E+00	2.55E+00	7.07E+00	-8.67E-01	0.00E+00	-9.80E+00
8.20E-01	5.80E+00	2.54E+00	7.07E+00	-9.65E-01	0.00E+00	-9.80E+00
8.30E-01	5.87E+00	2.53E+00	7.07E+00	-1.06E+00	0.00E+00	-9.80E+00
8.40E-01	5.94E+00	2.52E+00	7.07E+00	-1.16E+00	0.00E+00	-9.80E+00
8.50E-01	6.01E+00	2.51E+00	7.07E+00	-1.26E+00	0.00E+00	-9.80E+00
8.60E-01	6.08E+00	2.50E+00	7.07E+00	-1.36E+00	0.00E+00	-9.80E+00
8.70E-01	6.15E+00	2.49E+00	7.07E+00	-1.45E+00	0.00E+00	-9.80E+00
8.80E-01	6.22E+00	2.47E+00	7.07E+00	-1.55E+00	0.00E+00	-9.80E+00
8.90E-01	6.29E+00	2.46E+00	7.07E+00	-1.65E+00	0.00E+00	-9.80E+00
9.00E-01	6.36E+00	2.44E+00	7.07E+00	-1.75E+00	0.00E+00	-9.80E+00
9.10E-01	6.43E+00	2.42E+00	7.07E+00	-1.85E+00	0.00E+00	-9.80E+00
9.20E-01	6.51E+00	2.40E+00	7.07E+00	-1.94E+00	0.00E+00	-9.80E+00
9.30E-01	6.58E+00	2.38E+00	7.07E+00	-2.04E+00	0.00E+00	-9.80E+00
9.40E-01	6.65E+00	2.36E+00	7.07E+00	-2.14E+00	0.00E+00	-9.80E+00
9.50E-01	6.72E+00	2.34E+00	7.07E+00	-2.24E+00	0.00E+00	-9.80E+00
9.60E-01	6.79E+00	2.32E+00	7.07E+00	-2.34E+00	0.00E+00	-9.80E+00
9.70E-01	6.86E+00	2.30E+00	7.07E+00	-2.43E+00	0.00E+00	-9.80E+00
9.80E-01	6.93E+00	2.27E+00	7.07E+00	-2.53E+00	0.00E+00	-9.80E+00
9.90E-01	7.00E+00	2.25E+00	7.07E+00	-2.63E+00	0.00E+00	-9.80E+00
1.00E+00	7.07E+00	2.22E+00	7.07E+00	-2.73E+00	0.00E+00	-9.80E+00
1.01E+00	7.14E+00	2.19E+00	7.07E+00	-2.83E+00	0.00E+00	-9.80E+00
1.02E+00	7.21E+00	2.16E+00	7.07E+00	-2.92E+00	0.00E+00	-9.80E+00
1.03E+00	7.28E+00	2.14E+00	7.07E+00	-3.02E+00	0.00E+00	-9.80E+00
1.04E+00	7.35E+00	2.11E+00	7.07E+00	-3.12E+00	0.00E+00	-9.80E+00
1.05E+00	7.42E+00	2.07E+00	7.07E+00	-3.22E+00	0.00E+00	-9.80E+00
1.06E+00	7.50E+00	2.04E+00	7.07E+00	-3.32E+00	0.00E+00	-9.80E+00
1.07E+00	7.57E+00	2.01E+00	7.07E+00	-3.41E+00	0.00E+00	-9.80E+00
1.08E+00	7.64E+00	1.97E+00	7.07E+00	-3.51E+00	0.00E+00	-9.80E+00
1.09E+00	7.71E+00	1.94E+00	7.07E+00	-3.61E+00	0.00E+00	-9.80E+00
1.10E+00	7.78E+00	1.90E+00	7.07E+00	-3.71E+00	0.00E+00	-9.80E+00
1.11E+00	7.85E+00	1.87E+00	7.07E+00	-3.81E+00	0.00E+00	-9.80E+00
1.12E+00	7.92E+00	1.83E+00	7.07E+00	-3.90E+00	0.00E+00	-9.80E+00
1.13E+00	7.99E+00	1.79E+00	7.07E+00	-4.00E+00	0.00E+00	-9.80E+00
1.14E+00	8.06E+00	1.75E+00	7.07E+00	-4.10E+00	0.00E+00	-9.80E+00
1.15E+00	8.13E+00	1.71E+00	7.07E+00	-4.20E+00	0.00E+00	-9.80E+00
1.16E+00	8.20E+00	1.67E+00	7.07E+00	-4.30E+00	0.00E+00	-9.80E+00
1.17E+00	8.27E+00	1.62E+00	7.07E+00	-4.39E+00	0.00E+00	-9.80E+00
1.18E+00	8.34E+00	1.58E+00	7.07E+00	-4.49E+00	0.00E+00	-9.80E+00
1.19E+00	8.41E+00	1.53E+00	7.07E+00	-4.59E+00	0.00E+00	-9.80E+00
1.20E+00	8.49E+00	1.49E+00	7.07E+00	-4.69E+00	0.00E+00	-9.80E+00
1.21E+00	8.56E+00	1.44E+00	7.07E+00	-4.79E+00	0.00E+00	-9.80E+00
1.22E+00	8.63E+00	1.39E+00	7.07E+00	-4.88E+00	0.00E+00	-9.80E+00
1.23E+00	8.70E+00	1.34E+00	7.07E+00	-4.98E+00	0.00E+00	-9.80E+00
1.24E+00	8.77E+00	1.29E+00	7.07E+00	-5.08E+00	0.00E+00	-9.80E+00
1.25E+00	8.84E+00	1.24E+00	7.07E+00	-5.18E+00	0.00E+00	-9.80E+00
1.26E+00	8.91E+00	1.19E+00	7.07E+00	-5.28E+00	0.00E+00	-9.80E+00
1.27E+00	8.98E+00	1.14E+00	7.07E+00	-5.37E+00	0.00E+00	-9.80E+00
1.28E+00	9.05E+00	1.09E+00	7.07E+00	-5.47E+00	0.00E+00	-9.80E+00
1.29E+00	9.12E+00	1.03E+00	7.07E+00	-5.57E+00	0.00E+00	-9.80E+00
1.30E+00	9.19E+00	9.75E-01	7.07E+00	-5.67E+00	0.00E+00	-9.80E+00
1.31E+00	9.26E+00	9.18E-01	7.07E+00	-5.77E+00	0.00E+00	-9.80E+00
1.32E+00	9.33E+00	8.61E-01	7.07E+00	-5.86E+00	0.00E+00	-9.80E+00
1.33E+00	9.40E+00	8.02E-01	7.07E+00	-5.96E+00	0.00E+00	-9.80E+00
1.34E+00	9.48E+00	7.42E-01	7.07E+00	-6.06E+00	0.00E+00	-9.80E+00
1.35E+00	9.55E+00	6.82E-01	7.07E+00	-6.16E+00	0.00E+00	-9.80E+00
1.36E+00	9.62E+00	6.20E-01	7.07E+00	-6.26E+00	0.00E+00	-9.80E+00
1.37E+00	9.69E+00	5.58E-01	7.07E+00	-6.35E+00	0.00E+00	-9.80E+00
1.38E+00	9.76E+00	4.94E-01	7.07E+00	-6.45E+00	0.00E+00	-9.80E+00
1.39E+00	9.83E+00	4.30E-01	7.07E+00	-6.55E+00	0.00E+00	-9.80E+00
1.40E+00	9.90E+00	3.64E-01	7.07E+00	-6.65E+00	0.00E+00	-9.80E+00
1.41E+00	9.97E+00	2.98E-01	7.07E+00	-6.75E+00	0.00E+00	-9.80E+00
1.42E+00	1.00E+01	2.30E-01	7.07E+00	-6.84E+00	0.00E+00	-9.80E+00
1.43E+00	1.01E+01	1.62E-01	7.07E+00	-6.94E+00	0.00E+00	-9.80E+00
1.44E+00	1.02E+01	9.23E-02	7.07E+00	-7.04E+00	0.00E+00	-9.80E+00
1.45E+00	1.03E+01	2.18E-02	7.07E+00	-7.14E+00	0.00E+00	-9.80E+00
